Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Sustainable cycloaliphatic polyurethanes from synthesis to applications,,,,https://doi.org/10.1039/d2cs00509c
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,CRISPR/Cas9-enhanced targetron insertion for the delivery of heterologous sequences into the genome of Gram-negative bacteria,,,,https://doi.org/10.1002/cpz1.532
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,"Golden Standard: a complete standard, portable, and interoperative MoClo tool for model and non-model proteobacteria",,,,https://doi.org/10.1093/nar/gkad758
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,ArsH protects Pseudomonas putida from oxidative damage caused by exposure to arsenic,,,,https://doi.org/10.1111/1462-2920.14991
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Pseudomonas umsongensis GO16 as a platform for the in vivo synthesis of short and medium chain length polyhydroxyalkanoate blends,,,,https://doi.org/10.1016/j.biortech.2023.129668
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Toward merging bottom–up and top–down model-based designing of synthetic microbial communities,,,,https://doi.org/10.1016/j.mib.2022.102169
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Towards bio-upcycling of polyethylene terephthalate,,,,https://doi.org/10.1016/j.ymben.2021.03.011
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Advances in <i>Aureobasidium</i> research: Paving the path to industrial utilization,,,,https://doi.org/10.1111/1751-7915.14535
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,An updated structural model of the A domain of the Pseudomonas putida   XylR  regulator poses an atypical interplay with aromatic effectors,,,,https://doi.org/10.1111/1462-2920.15628
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Tailor‐Made Polyhydroxyalkanoates by Reconstructing Pseudomonas Entomophila,,,,https://doi.org/10.1002/adma.202102766
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Nature-inspired material binding peptides with versatile polyester affinities and binding strengths,,,,https://doi.org/10.1016/j.ijbiomac.2023.126760
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Mixed plastics biodegradation and UPcycling using microbial communities: the NSFC-EU 2019 project MIX-UP to help achieve “carbon neutrality”,,,,https://doi.org/10.13345/j.cjb.210398
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Characterization of a PBAT Degradation Carboxylesterase from Thermobacillus composti KWC4,,,,https://doi.org/10.3390/catal13020340
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Reconfiguration of metabolic fluxes in Pseudomonas putida as a response to sub-lethal oxidative stress,,,,https://doi.org/10.1038/s41396-020-00884-9
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Novel Magnetic Carbon Supported Molybdenum Disulfide Catalyst and Its Application in Residue Upgrading,,,,https://doi.org/10.1016/j.gee.2020.06.025
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,From Residues to Added-Value Bacterial Biopolymers as Nanomaterials for Biomedical Applications,,,,https://doi.org/10.3390/nano11061492
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Editorial: Microbial Degradation of Plastics,,,,https://doi.org/10.3389/fmicb.2021.635621
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Synthesis of Modified Poly(vinyl Alcohol)s and Their Degradation Using an Enzymatic Cascade,,,,https://doi.org/10.1002/anie.202216962
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Concomitant prediction of environmental fate and toxicity of chemical compounds,,,,https://doi.org/10.1093/biomethods/bpaa025
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Process analysis of microplastic degradation using activated PMS and Fenton reagents,,,,https://doi.org/10.1016/j.chemosphere.2022.134220
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Surface Display of Designer Protein Scaffolds on Genome-Reduced Strains of Pseudomonas putida,,,,https://doi.org/10.1021/acssynbio.0c00276
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,An Extremely Sensitive Ultra-High Throughput Growth Selection Assay for the Identification of Amidase Activity,,,,https://doi.org/10.1007/s00253-024-13233-z
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Enhanced bone regeneration <i>via</i> PHA scaffolds coated with polydopamine-captured BMP2,,,,https://doi.org/10.1039/d2tb01122k
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Innovation versus novelty in microbial systems,,,,https://doi.org/10.1111/1462-2920.16278
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,ssDNA recombineering boosts in vivo evolution of nanobodies displayed on bacterial surfaces.,,,,https://doi.org/10.1038/s42003-021-02702-0
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,The Cradle-to-Cradle Life Cycle Assessment of Polyethylene terephthalate: Environmental Perspective,,,,https://doi.org/10.3390/molecules27051599
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Fabrication of hypercrosslinked hydroxyl-rich solid phase extractants for cesium separation from the salt lake brine,,,,https://doi.org/10.1016/j.cej.2020.125991
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Possibilities and limitations of biotechnological plastic degradation and recycling,,,,https://doi.org/10.1038/s41929-020-00521-w
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,A Standardized Inverter Package Borne by Broad Host Range Plasmids for Genetic Circuit Design in Gram-Negative Bacteria,,,,https://doi.org/10.1021/acssynbio.0c00529
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,A Combined Bio-Chemical Synthesis Route for 1-Octene Sheds Light on Rhamnolipid Structure,,,,https://doi.org/10.3390/catal10080874
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,"Efficient recovery of bio-based 1,2,4-butanetriol by using boronic acid anionic reactive extraction",,,,https://doi.org/10.1016/j.seppur.2020.117728
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Fusion of Chitin-Binding Domain From Chitinolyticbacter meiyuanensis SYBC-H1 to the Leaf-Branch Compost Cutinase for Enhanced PET Hydrolysis,,,,https://doi.org/10.3389/fbioe.2021.762854
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Standardization of inducer-activated broad host range expression modules: Debugging and refactoring an alkane-responsive AlkS/PalkB device.,,,,https://doi.org/10.1093/synbio/ysab030
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Enhanced resistance of Trichoderma harzianum LZDX-32-08 to hygromycin B induced by sea salt,,,,https://doi.org/10.1007/s10529-020-02994-y
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Hyphenation of supercritical fluid chromatography with different detection methods for identification and quantification of liamocin biosurfactants,,,,https://doi.org/10.1016/j.chroma.2020.461584
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Synthesis and Assessment of Novel Sustainable Antioxidants with Different Polymer Systems,,,,https://doi.org/10.3390/polym16030413
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Synthetic biology of extremophiles: a new wave of biomanufacturing,,,,https://doi.org/10.1016/j.tibtech.2022.11.010
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Structural Elucidation of a Metagenomic Urethanase and Its Engineering Towards Enhanced Hydrolysis Profiles,,,,https://doi.org/10.1002/anie.202404492
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,New insights into the biodegradation of polylactic acid: from degradation to upcycling,,,,https://doi.org/10.1139/er-2020-0117
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Hypermutation of specific genomic loci of Pseudomonas putida for continuous evolution of target genes,,,,https://doi.org/10.1111/1751-7915.14098
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Gaining control of bacterial cellulose colonization by polyhydroxyalkanoate-producing microorganisms to develop bioplasticized ultrathin films,,,,https://doi.org/10.1016/j.ijbiomac.2022.11.120
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Quantitative assessment of morphological traits of planktonic bacterial aggregates,,,,https://doi.org/10.1016/j.watres.2020.116468
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,"Identification and expression of MarCE, a marine carboxylesterase with synthetic ester‐degrading activity",,,,https://doi.org/10.1111/1751-7915.14479
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Low CyaA expression and anti‐cooperative binding of cAMP to CRP frames the scope of the cognate regulon of Pseudomonas putida,,,,https://doi.org/10.1111/1462-2920.15422
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Rapid colonization and biodegradation of untreated commercial polyethylene wrap by a new strain of Bacillus velezensis C5,,,,https://doi.org/10.1016/j.jenvman.2021.113848
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Genome analysis of the metabolically versatile Pseudomonas umsongensis GO16: the genetic basis for PET monomer upcycling into polyhydroxyalkanoates,,,,https://doi.org/10.1111/1751-7915.13712
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,Metabolic modelling approaches for describing and engineering microbial communities,,,,https://doi.org/10.1016/j.csbj.2020.12.003
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,A SsrA/NIa-based Strategy for Post-Translational Regulation of Protein Levels in Gram-negative Bacteria,,,,https://doi.org/10.21769/bioprotoc.3688
MIXed plastics biodegradation and UPcycling using microbial communities,https://cordis.europa.eu/project/id/870294,The faulty SOS response of Pseudomonas putida KT2440 stems from an inefficient RecA‐LexA interplay,,,,https://doi.org/10.1111/1462-2920.15384
